WKT,objetid,comuna,calle,nombre_de,responsabl,direccion,direcci_1,x,y,altura,barrios,sumi_elect,poblacion,grup_elect,suministr,mail_1,telefono_1
"POINT (-58.4563257598091 -34.6333110423144)",223.00000000000,COMUNA 07,FRANCISCO BILBAO N° 2124/26 PB. EP. 1º,SAN BRUNO CASA DE MAYORES,PELAIA VIRGINIA MARIA ROSA,"BILBAO, FRANCISCO 2124","2124 BILBAO, FRANCISCO","-58,4563257598091","-34,6333110423144",0.00000000000,,,,,,juana_beatriz71@hotmail.com,4633-4540 / 156208-7441
"POINT (-58.463599505818 -34.6205472876544)",228.00000000000,COMUNA 07,GAVILÁN 772 PB PISOS 1º Y 2º,"INSTITUTO GERIÁTRICO GAVILÁN S.R.L, ANEXO CENTRAL",Barros Alejandro Emilio,GAVILAN 772,772 GAVILAN,"-58,463599505818","-34,6205472876544",0.00000000000,,,,,,msaitz@estudionullo.com.ar inst-gavilan@datamarkets.com.ar oficina_gavilan@hotmail.com info@institutogavilan.com.ar,4631-8479 /4632-4136/ 4631-2466
"POINT (-58.4564223679652 -34.6309018183396)",231.00000000000,COMUNA 07,JOSE BONIFACIO 2040/48/60/66 DIRECTORIO 2067/71,ASOCIACIÓN FEMENINA DE ASISTENCIA SOCIAL DR. DARDER,VILLALBA CRISTINA,"BONIFACIO, JOSE 2040","2040 BONIFACIO, JOSE","-58,4564223679652","-34,6309018183396",0.00000000000,,,,,,asofedarder@gmail.com,4633- 5216
"POINT (-58.4674212559079 -34.6323646380818)",235.00000000000,COMUNA 07,LAFUENTE AV. 153 PB. PI. 1º,VIRGEN DE POMPEYA,MARTIN GABRIEL BELLAVIDA,LAFUENTE 153,153 LAFUENTE,"-58,4674212559079","-34,6323646380818",0.00000000000,,,,,,"pmartinez@estudiocrg.com.ar, virgendepompeya.153@gmail.com
",4613-3015 / 4637-1204 / 46314586
"POINT (-58.4634511757142 -34.6308421797529)",240.00000000000,COMUNA 07,"PEDERNERA 130 PI 1º, 2º Y 3º, SOT. EP. Y AZOTEA.",RESIDENCIA GERIATRICA SUR,,PEDERNERA 130,130 PEDERNERA,"-58,4634511757142","-34,6308421797529",0.00000000000,,,,,,rauledgar@yahoo.com,4637-0900
"POINT (-58.4614995047031 -34.6318149075014)",245.00000000000,COMUNA 07,RIVERA INDARTE 249 PB. AZOTEA,SAN JOSÉ,,RIVERA INDARTE AV. 249,249 RIVERA INDARTE AV.,"-58,4614995047031","-34,6318149075014",0.00000000000,,,,,,,4611-1185
"POINT (-58.4277107534195 -34.6327371330596)",247.00000000000,COMUNA 07,VERNET AV. 163 PB. PA.,RESIDENCIA GERIÁTRICA VERNET S.R.L.,,VERNET AV. 163,163 VERNET AV.,"-58,4277107534195","-34,6327371330596",0.00000000000,,,,,,"institutogeriatricovernet@gmail.com; cisneros.sebastian@gmail.com",4921-6218 / 4921-4372
"POINT (-58.5110562117316 -34.6561670773687)",254.00000000000,COMUNA 09,CAÑADA DE GOMEZ 1721 PB. PI. 1º AL 5º AZOTEA,GERIÁTRICO ELIT,--,CAÑADA DE GOMEZ 1721,1721 CAÑADA DE GOMEZ,"-58,5110562117316","-34,6561670773687",0.00000000000,,,,,,geriatrico_elit@hotmail.com,4686-2343 / 1537313641
"POINT (-58.4765789903801 -34.6421881725193)",258.00000000000,COMUNA 09,LAGUNA 848/52 PB. PA.,NUESTROS ABUELOS,--,LAGUNA 848,848 LAGUNA,"-58,4765789903801","-34,6421881725193",0.00000000000,,,,,,uschi@live.com.ar,4672-7253
"POINT (-58.4710818329157 -34.6371567889753)",268.00000000000,COMUNA 09,PORTELA 445/47,CLINICA GERIATRICA S.A,,PORTELA 445,445 PORTELA,"-58,4710818329157","-34,6371567889753",0.00000000000,,,,,,clinicas_geriatrica@yahoo.com.ar,4612-6300
"POINT (-58.4931879902413 -34.6403949869775)",284.00000000000,COMUNA 10,CAJARAVILLA N° 4721 PB.,RESIDENCIA GERIÁTRICA LAS ROSAS,Dr. Alberto Pedro Cabrejos Huaranga,CAJARAVILLA 4721,4721 CAJARAVILLA,"-58,4931879902413","-34,6403949869775",0.00000000000,,,,,,Florencia_chiapparrone@hotmail.com,4682-5284
"POINT (-58.4751885353963 -34.6308059584459)",285.00000000000,COMUNA 10,CAMPANA 96/98 P.I. P.B. P.A.,COPACABANA,VARGAS MAMANI LUCILA NELLY,CAMPANA 96,96 CAMPANA,"-58,4751885353963","-34,6308059584459",0.00000000000,,,,,,lucila.vargasmamani@hotmail.com,4611-0611 / 1136555053
"POINT (-58.4971303394939 -34.6277485431285)",286.00000000000,COMUNA 10,CARRASCO 933 PB. PA.,HOGAR LA FUENTE,"MARIA CRISTINA, DEVITA",CARRASCO AV. 933,933 CARRASCO AV.,"-58,4971303394939","-34,6277485431285",0.00000000000,,,,,,lafuentehogar@gmail.com,4639-3067 / 1549758893
"POINT (-58.5035109164738 -34.6303776537481)",293.00000000000,COMUNA 10,LOPE DE VEGA 930/32 PB. PA.,SWEET HOME,Adriana Patricia de la Torre,LOPE DE VEGA AV. 930,930 LOPE DE VEGA AV.,"-58,5035109164738","-34,6303776537481",0.00000000000,,,,,,adrianapdelatorre@hotmail.com,4568-9602/ 4568-6047
"POINT (-58.4947832443301 -34.6281481824199)",298.00000000000,COMUNA 10,MOCTEZUMA 1010/ 14 PB. PI 1°,OLDRICK ROBERTSON,Osvaldo Roberto Tvardek Y Delia Elvira Damato,MOCTEZUMA 1010,1010 MOCTEZUMA,"-58,4947832443301","-34,6281481824199",0.00000000000,,,,,,otvardek@yahoo.com.ar,4672-2944
"POINT (-58.472682006675 -34.6335782877342)",301.00000000000,COMUNA 10,PORTELA 133 PB.,HOGAR NADIR,,PORTELA 133,133 PORTELA,"-58,472682006675","-34,6335782877342",0.00000000000,,,,,,marcelasaracho77@yahoo.com.ar,4612-7374 / 1557276309
"POINT (-58.5105659425927 -34.6321379824537)",305.00000000000,COMUNA 10,SAN BLAS N° 5550 PB.,HOGAR SAN BLAS,,SAN BLAS 5550,5550 SAN BLAS,"-58,5105659425927","-34,6321379824537",0.00000000000,,,,,,medicinageriatrica@hotmail.com,4567-7824 / 15-60010455 / 39677292
"POINT (-58.5004957725298 -34.6179530434572)",308.00000000000,COMUNA 10,SANABRIA 2021/23 P.B. P.A.,CANALEJAS,,SANABRIA 2021,2021 SANABRIA,"-58,5004957725298","-34,6179530434572",0.00000000000,,,,,,monica_camerano@yahoo.com.ar infoamanecer@fibertel.com.ar,4568-1864
"POINT (-58.5217864182241 -34.6177885951413)",311.00000000000,COMUNA 10,"TINOGASTA 5373 SUBSUELO, PB, 1°, 2° Y AZOTEA",NUESTRAS RAICES,,TINOGASTA 5373,5373 TINOGASTA,"-58,5217864182241","-34,6177885951413",0.00000000000,,,,,,ana_beigelman@yahoo.com.ar nuestrasraices98@hotmail.com,4639-3363 / 1155794890
"POINT (-58.4760483171984 -34.6090660781174)",315.00000000000,COMUNA 11,ARTIGAS GRAL JOSE DE 1966 PB. AZOTEA,RESIDENCIA GERIATRICA ARTIGAS,MARTA H. ROMERO,"ARTIGAS, JOSE GERVASIO, GRAL. 1966","1966 ARTIGAS, JOSE GERVASIO, GRAL.","-58,4760483171984","-34,6090660781174",0.00000000000,,,,,,cdhsrl@hotmail.com,4583-8558 /4584-2310
"POINT (-58.5077295515409 -34.5961610384879)",321.00000000000,COMUNA 11,EMILIO LAMARCA 4135/7 (SALVADOR MARIA DEL CARRIL 3591),ALTOS DEL BOULEVARD CENTRO PRO-VIDA S.A.,"Pablo Marcelo, Kaplan Perel","LAMARCA, EMILIO 4135","4135 LAMARCA, EMILIO","-58,5077295515409","-34,5961610384879",0.00000000000,,,,,,kaplanperelpablo@gmail.com kaplanperelpablo@fibertel.com.ar,4504-2985
"POINT (-58.5188716940811 -34.6012288644723)",326.00000000000,COMUNA 11,HABANA 4452/56 PB. PA.,MEDALLA MILAGROSA,Horacio Jorge Lombardi,HABANA 4452,4452 HABANA,"-58,5188716940811","-34,6012288644723",0.00000000000,,,,,,horaciofoto@gmail.com,4501-7262 / 1157419998
"POINT (-58.4965276427005 -34.59715233438)",327.00000000000,COMUNA 11,HELGUERA 3458/60,INSTITUTO GERIATRICO DEL ROSARIO,--,HELGUERA 3458,3458 HELGUERA,"-58,4965276427005","-34,59715233438",0.00000000000,,,,,,"marinarosergio@yahoo.com.ar, geriatricodelrosario@hotmail.com",4501-6839
"POINT (-58.4965590187753 -34.6038741662295)",333.00000000000,COMUNA 11,LLAVALLOL 2851 PU. 2853 PB.PI. 1º SOT.,EL PARAISO DE VILLA DEL PARQUE,PLEITEL MAXIMILIANO,LLAVALLOL 2851,2851 LLAVALLOL,"-58,4965590187753","-34,6038741662295",0.00000000000,,,,,,magalibotta@yahoo.com.ar,4503-8768 / 1161576447
"POINT (-58.4901829615089 -34.6046646572295)",334.00000000000,COMUNA 11,MARCOS SASTRE 3073 PB. PI 1º,RESIDENCIA GERIATRICA ALERIAN,--,"SASTRE, MARCOS 3073","3073 SASTRE, MARCOS","-58,4901829615089","-34,6046646572295",0.00000000000,,,,,,geriatricomiacasa@hotmail.com,4504-5118
"POINT (-58.4999328986054 -34.597324452455)",336.00000000000,COMUNA 11,NAVARRO 3277/75 PB.,NORMANDY,GABRIEL MARCOS ZVERKO,NAVARRO 3277,3277 NAVARRO,"-58,4999328986054","-34,597324452455",0.00000000000,,,,,,maderaverde@yahoo.com.ar,4502-2556 / 1540229168
"POINT (-58.5076764064915 -34.6021141960792)",337.00000000000,COMUNA 11,NAVARRO 3895 PB.,EL PINAR DE DEVOTO,MARIA JULIETA PAMPIN,NAVARRO 3895,3895 NAVARRO,"-58,5076764064915","-34,6021141960792",0.00000000000,,,,,,elpinardedevoto@gmail.com,4501-5296 / 47880774
"POINT (-58.5184922485285 -34.6021141506429)",338.00000000000,COMUNA 11,PAREJA 4473 PB. AZOTEA,RESIDENCIA PARA MAYORES VILLA GRANA,,PAREJA 4473,4473 PAREJA,"-58,5184922485285","-34,6021141506429",0.00000000000,,,,,,"graciela_paganini@hotmail.com, residencia123.info@gmail.com",4503-3161 / 15 5425 0425
"POINT (-58.5269999629653 -34.6121551414414)",340.00000000000,COMUNA 11,"PEDRO MORAN 5276 PB, PI 1°",SAN JOSE,,"MORAN, PEDRO 5276","5276 MORAN, PEDRO","-58,5269999629653","-34,6121551414414",0.00000000000,,,,,,adrian_roman10@hotmail.com,4568-6020
"POINT (-58.527385665432 -34.6114424727866)",343.00000000000,COMUNA 11,RODRIGO DE IBARROLA 3486 PB. PA,SANTA BERNARDITA,,"IBARROLA, RODRIGO DE 3486","3486 IBARROLA, RODRIGO DE","-58,527385665432","-34,6114424727866",0.00000000000,,,,,,tamaos16@hotmail.com,4566-9719
"POINT (-58.5075381695873 -34.5964023226117)",344.00000000000,COMUNA 11,SALVADOR MARIA DEL CARRIL 3601/05,ALTOS DEL BOULEVARD,,"CARRIL, SALVADOR MARIA DEL AV. 3601","3601 CARRIL, SALVADOR MARIA DEL AV.","-58,5075381695873","-34,5964023226117",0.00000000000,,,,,,kaplanperelpablo@gmail.com,4504-6241 / 1169782639
"POINT (-58.509978889568 -34.5980705561936)",345.00000000000,COMUNA 11,SALVADOR MARIA DEL CARRIL 3796 JOAQUIN V GONZALEZ 4091,LA MANSIÓN DE LAS SIETE ESTRELLAS,,"CARRIL, SALVADOR MARIA DEL AV. 3796","3796 CARRIL, SALVADOR MARIA DEL AV.","-58,509978889568","-34,5980705561936",0.00000000000,,,,,,gerilamansion@gmail.com,4501-6668
"POINT (-58.5138018376156 -34.6002720435658)",346.00000000000,COMUNA 11,SALVADOR MARIA DEL CARRIL AV. 4151/3,REMANSO,CRISTINA ELIZABETH NEGRETE,"CARRIL, SALVADOR MARIA DEL AV. 4151","4151 CARRIL, SALVADOR MARIA DEL AV.","-58,5138018376156","-34,6002720435658",0.00000000000,,,,,,jardinesdelcarril@hotmail.com,4501-0313
"POINT (-58.5102763987117 -34.6066423236561)",348.00000000000,COMUNA 11,SANABRIA 3274/78,RESIDENCIA SANABRIA,,SANABRIA 3274,3274 SANABRIA,"-58,5102763987117","-34,6066423236561",0.00000000000,,,,,,residenciasanabria@hotmail.com,4501-2323/ 4041
"POINT (-58.4840034567094 -34.5708064447014)",359.00000000000,COMUNA 12,ALVAREZ THOMAS AV. 3291/93 PB.,RESIDENCIA IRMA,--,ALVAREZ THOMAS AV. 3291,3291 ALVAREZ THOMAS AV.,"-58,4840034567094","-34,5708064447014",0.00000000000,,,,,,aguilaravefenix@gmail.com,4521-1373/ 1144466830
"POINT (-58.4989928847915 -34.5649449055267)",360.00000000000,COMUNA 12,ANDONAEGUI 3586 PB PI PA,RESIDENCIA GERIATRICA EL HOGAR SA.,DR. SERGIO GERMAN HORACIO SOSA,ANDONAEGUI 3586,3586 ANDONAEGUI,"-58,4989928847915","-34,5649449055267",0.00000000000,,,,,,info@residenciaelhogar.com.ar,4541-8668
"POINT (-58.5026003105111 -34.5780283636639)",361.00000000000,COMUNA 12,ARTIGAS GRAL JOSE G. DE 5389/93 PB. PISOS 1° Y 2°,URGE,Mario Héctor Gore,"ARTIGAS, JOSE GERVASIO, GRAL. 5389","5389 ARTIGAS, JOSE GERVASIO, GRAL.","-58,5026003105111","-34,5780283636639",0.00000000000,,,,,,mariogore@gmail.com,4574-2050 / 1145455175
"POINT (-58.4920748018047 -34.5715704251777)",369.00000000000,COMUNA 12,BUCARELLI N° 2932/34 PB. PISO 1°,RESIDENCIA GERIÁTRICA LA CASA DEL SOL,Dr. Enrique Fabián Coy,BUCARELLI 2932,2932 BUCARELLI,"-58,4920748018047","-34,5715704251777",0.00000000000,,,,,,mlgconsultoria@yahoo.com enriquecoy@yahoo.com.ar,4521-5650 / 15-10920257 / 1544100104
"POINT (-58.4875205836433 -34.5831727935684)",370.00000000000,COMUNA 12,BURELA 1862/66 PB. P1,NUESTRA SEÑORA DE LOURDES,Maria Fernanda Diez,BURELA 1862,1862 BURELA,"-58,4875205836433","-34,5831727935684",0.00000000000,,,,,,elina.clemente@gmail.com,4521-9992 / 1540267554
"POINT (-58.4894983280051 -34.5806359659702)",371.00000000000,COMUNA 12,BURELA 2089/95 PB. PA.,LAS GLICINAS,"MIGUEL, GUTMAN",BURELA 2089,2089 BURELA,"-58,4894983280051","-34,5806359659702",0.00000000000,,,,,,estudiofajgelbaum@gmail.com info@hogarlasglicinas.com.ar,4522-8495 / 1148555462
"POINT (-58.4983448324127 -34.5788152692701)",373.00000000000,COMUNA 12,"CARACAS 5089/91/93 P.B., P.A., SOTANO",RESIDENCIAL CARACAS,--,CARACAS 5089,5089 CARACAS,"-58,4983448324127","-34,5788152692701",0.00000000000,,,,,,levicrisolreyes@hotmail.com,4572-5799
"POINT (-58.4942178589271 -34.5718978975229)",376.00000000000,COMUNA 12,CONGRESO AV. 5460 PB. PA.,RESIDENCIA URQUIZA,"GABRIEL CESAR, PITASI",CONGRESO AV. 5460,5460 CONGRESO AV.,"-58,4942178589271","-34,5718978975229",0.00000000000,,,,,,residenciaurquiza@gmail.com,4586-0195 /4521-6075/4521-1075
"POINT (-58.4989348094945 -34.5815811651102)",383.00000000000,COMUNA 12,GRIVEO 2475 PB. PA. PI. 1° TERRAZA,AGUSTUM,Lic. Carla Natalia Otero,GRIVEO 2475,2475 GRIVEO,"-58,4989348094945","-34,5815811651102",0.00000000000,,,,,,monica_camerano@yahoo.com.ar,4571-8463
"POINT (-58.4875991329496 -34.5577837761005)",384.00000000000,COMUNA 12,JARAMILLO 4464 PB. PA.,RENACER,Santiago Romero,JARAMILLO 4464,4464 JARAMILLO,"-58,4875991329496","-34,5577837761005",0.00000000000,,,,,,elencinardelreysrl@gmail.com,4541-5210
"POINT (-58.4819091650633 -34.5808222287801)",385.00000000000,COMUNA 12,LA PAMPA 5277 PB. PI. 1º 2º 3º,RESIDENCIA LA PAMPA,BLAS JOSE RIMNAUDO,LA PAMPA 5277,5277 LA PAMPA,"-58,4819091650634","-34,5808222287801",0.00000000000,,,,,,arias_loana@hotmail.com,4521-0196 / 4522-2445 / 1568702093
"POINT (-58.4949904057062 -34.5645543100178)",391.00000000000,COMUNA 12,NUÑEZ 5346 PB. PI. 1º,EL JARDÍN DE LOS ABUELOS,"Laura Elida, Acosta",NUÑEZ 5346,5346 NUÑEZ,"-58,4949904057062","-34,5645543100178",0.00000000000,,,,,,anamariavicente2010@hotmail.com,4542-9246
"POINT (-58.4937008498865 -34.5749926213974)",395.00000000000,COMUNA 12,P. IGNACIO RIVERA 5577/99 PB.,LA FUENTE AZUL,,"RIVERA, PEDRO I., DR. 5577","5577 RIVERA, PEDRO I., DR.","-58,4937008498865","-34,5749926213974",0.00000000000,,,,,,lafuenteazulsrl@gmail.com drpulellaemanuel@gmail.com,4521- 0538 / 4 1554580754
"POINT (-58.4939652003583 -34.5751375210182)",396.00000000000,COMUNA 12,P. IGNACIO RIVERA DR. 5602/16/30 PB. PI. 11º,SANTA MARIA RESIDENCIA GERIATRICA,,"RIVERA, PEDRO I., DR. 5602","5602 RIVERA, PEDRO I., DR.","-58,4939652003583","-34,5751375210182",0.00000000000,,,,,,res.santamaria@gmail.com,4572-4906
"POINT (-58.4479035398086 -34.5704228755698)",407.00000000000,COMUNA 13,CIUDAD DE LA PAZ N° 948/950 PB P 1° AL 9°,LA MIRAGE,--,CIUDAD DE LA PAZ 948,948 CIUDAD DE LA PAZ,"-58,4479035398086","-34,5704228755698",0.00000000000,,,,,,lamirageresidencia@gmail.com,4787-5587 / 47839652
"POINT (-58.465722151472 -34.5455626594427)",418.00000000000,COMUNA 13,MANZANARES 2036/38 PB. PI. 1º,MANZANARES DEL SOL,SANTA CRUZ DANIEL SANTIAGO,MANZANARES 2036,2036 MANZANARES,"-58,465722151472","-34,5455626594427",0.00000000000,,,,,,lucycovello11@gmail.com,4702-6956
"POINT (-58.4662274987999 -34.5596876934444)",420.00000000000,COMUNA 13,P. IGNACIO RIVERA DR. 2940/42 PB. PA.,SAN JORGE,,"RIVERA, PEDRO I., DR. 2940","2940 RIVERA, PEDRO I., DR.","-58,4662274987999","-34,5596876934444",0.00000000000,,,,,,anexopaez@fibertel.com.ar,4632-6217
"POINT (-58.4498198710306 -34.576001125876)",423.00000000000,COMUNA 13,TEODORO GARCIA 3054 PB. PI. 1º,SAN MARCOS,RUFFINO MARIA MATILDE,"GARCIA, TEODORO 3054","3054 GARCIA, TEODORO","-58,4498198710306","-34,576001125876",0.00000000000,,,,,,geriatrico_elit@hotmail.com,4552-2558 / 1537313641
"POINT (-58.474571378685 -34.5398064836642)",424.00000000000,COMUNA 13,VEDIA 2371 PB. PA.,RESIDENCIA PARA MEYORES AMANECER,,VEDIA 2371,2371 VEDIA,"-58,474571378685","-34,5398064836642",0.00000000000,,,,,,monica_camerano@yahoo.com.ar,4702-6235
"POINT (-58.4605635045412 -34.5639468687208)",428.00000000000,COMUNA 13,VIDAL 2127 B. PI. 1° 2° 3° 4° EP.,INSTITUTO GERIÁTRICO DE LOS SANTOS,,VIDAL 2127,2127 VIDAL,"-58,4605635045412","-34,5639468687208",0.00000000000,,,,,,norma_nfernandez@yahoo.com.ar,4781-3073 / 4781-8171 / 1149458364
"POINT (-58.4589636942762 -34.5705089244678)",435.00000000000,COMUNA 13,ZAPIOLA Nº 1641 y Av. DE LOS INCAS Nº 3083/93,APART INCAS S.A.,,ZAPIOLA 1641,1641 ZAPIOLA,"-58,4589636942762","-34,5705089244678",0.00000000000,,,,,,info@residenciaincas.com.ar,4555-1848
"POINT (-58.417796549603 -34.5886155286429)",445.00000000000,COMUNA 14,JULIAN ALVAREZ 2215/35 PB PISOS 1° AL 6° AZOTEA,NUESTRA SEÑORA DE GUADALUPE,DR. FERNANDO JULIAN QUINTAS,"ALVAREZ, JULIAN 2215","2215 ALVAREZ, JULIAN","-58,417796549603","-34,5886155286429",0.00000000000,,,,,,lorenanicoletti@hotmail.com,4823-1160 / 1549476904
"POINT (-58.4318510418956 -34.5873062764304)",450.00000000000,COMUNA 14,URIARTE 1626 PB. PI. 1º 2º 3º,DR. SILVA CLINICA GERIATRICA,,URIARTE 1626,1626 URIARTE,"-58,4318510418956","-34,5873062764304",0.00000000000,,,,,,sibilasolsilva@gmail.com,4832-4507
"POINT (-58.4533851660751 -34.6055532793101)",459.00000000000,COMUNA 15,CUCHA CUCHA 1483 PB. EP. P1 Y 2º,EL AMANECER,Lic. Carla Natalia Otero,CUCHA CUCHA 1483,1483 CUCHA CUCHA,"-58,4533851660751","-34,6055532793101",0.00000000000,,,,,,"monica_camerano@yahoo.com.ar, infoamanecer@fibertel.com.ar",4583-4715 / 46314586
"POINT (-58.4429934256101 -34.5923552897709)",460.00000000000,COMUNA 15,DARWIN 860 Y JUAN RAMIREZ DE VELAZCO 1250-58 PB PA,RESIDENCIA PARA EL ADULTO MAYOR ALBERT SCHWEITZER,Lic. Natalia Soledad Javelier,DARWIN 860,860 DARWIN,"-58,4429934256101","-34,5923552897709",0.00000000000,,,,,,arqmarques@fibertel.com.ar ceciliaboto@yahoo.com.ar,1551856570 48542998
"POINT (-58.4629398230384 -34.601971946823)",463.00000000000,COMUNA 15,ESPINOSA 2230 PB.,GERUSIA S.R.L.,Dr. Horacio Alberto Ferrara,ESPINOSA 2230,2230 ESPINOSA,"-58,4629398230384","-34,601971946823",0.00000000000,,,,,,guidoantonello@hotmail.com,4581-2035 / 4865-3418
"POINT (-58.4671282223547 -34.6010787108777)",464.00000000000,COMUNA 15,ESPINOSA N° 2511/15 PB Y PA.,RESIDENCIA GERIATRICA LA AMISTAD,Julia Graciela Pérez,ESPINOSA 2511,2511 ESPINOSA,"-58,4671282223547","-34,6010787108777",0.00000000000,,,,,,lamejor_familia@hotmail.com,4582-8828 / 15-56618005
"POINT (-58.470135829703 -34.5769909912997)",467.00000000000,COMUNA 15,HOLMBERG 1630 PB. PA.,GERIÁTRICO NUESTA SRA. DE LOURDES,--,HOLMBERG 1630,1630 HOLMBERG,"-58,470135829703","-34,5769909912997",0.00000000000,,,,,,geriatrico.ntra.sra.lourdes@hotmail.com,4555-5470
"POINT (-58.4382281462858 -34.6020115002756)",469.00000000000,COMUNA 15,JULIAN ALVAREZ 224 PB PA,DEL JAZMIN,Damian Arial Pasik,"ALVAREZ, JULIAN 224","224 ALVAREZ, JULIAN","-58,4382281462858","-34,6020115002756",0.00000000000,,,,,,dpasik80@gmail.com info@residenciadeljazmin.com.ar,4854-5273 / 1165390030
"POINT (-58.451304333693 -34.5830802940673)",471.00000000000,COMUNA 15,OLLEROS 3718 P.B,SAN JORGE,,OLLEROS 3718,3718 OLLEROS,"-58,451304333693","-34,5830802940673",0.00000000000,,,,,,florenciapaldino@icloud.com,4553-2284/ 2989 / 1560483962
"POINT (-58.3708619889695 -34.6451935523244)",540.00000000000,,CORONEL SALVADORES 1483 PB Y 1ºPISO,,,"SALVADORES, CNEL. 1483","1483 SALVADORES, CNEL.","-58,3708619889695","-34,6451935523244",0.00000000000,,,,,,pablo_rossetti@hotmail.com,4855-6426 / 4854-4186 / 1537391010
"POINT (-58.4559421242301 -34.605813786928)",26.00000000000,COMUNA 06,ESPINOSA 1565,DULCES MOMENTOS,Ricardo Chipont,ESPINOSA 1565,1565 ESPINOSA,"-58,4559421242301","-34,605813786928",0.00000000000,,,,,,tesoreria@beitsion.org.ar fmedina@beitsion.org.ar,4637-2677/8
"POINT (-58.5238643358374 -34.6376461816267)",29.00000000000,COMUNA 09,GALLARDO 140,INSTITUTO VERSALLES,ROSENDO AGUSTIN,GALLARDO 140,140 GALLARDO,"-58,5238643358374","-34,6376461816267",0.00000000000,,,,,,,
"POINT (-58.446368941486 -34.5885348880066)",34.00000000000,COMUNA 15,GUEVARA 35,ASOCIACION CIVIL CLUB TINETENSE RESIDENCIA ASTURIANA,--,GUEVARA 35,35 GUEVARA,"-58,446368941486","-34,5885348880066",0.00000000000,,,,,,estudioirineo@speedy.com.ar,4686-3948
"POINT (-58.398127932677 -34.6130889464318)",39.00000000000,COMUNA 03,MORENO 2249,CONGREGACIÓN DE LAS RELIGIOSAS SIERVAS DE JESUS DE LA CARIDAD,Dr. Daniel Gustavo Ureña,MORENO 2249,2249 MORENO,"-58,398127932677","-34,6130889464318",0.00000000000,,,,,,yoelyabra26@gmail.com,46745095 / 1535609395
"POINT (-58.4255964386886 -34.6043391584526)",56.00000000000,COMUNA 05,SARMIENTO 4282,LOS LUCEROS,,SARMIENTO 4282,4282 SARMIENTO,"-58,4255964386886","-34,6043391584526",0.00000000000,,,,,,jandresjauregui@yahoo.com.ar,15-6811-5555 / 45512607
"POINT (-58.4204997710107 -34.6216483552325)",128.00000000000,COMUNA 05,CASTRO,L¨ HIRONDELLE,Gloria De Los Ángeles Villada,CASTRO 825,825 CASTRO,"-58,4204997710107","-34,6216483552325",825.00000000000,BOEDO,EDESUR,"23",NO,,,4931-8928
"POINT (-58.4200480375573 -34.6269833370665)",129.00000000000,COMUNA 05,CASTRO,DEL SOL,"PATRICIA SANDRA, BARBARULO",CASTRO 1169,1169 CASTRO,"-58,4200480375573","-34,6269833370665",1169.00000000000,BOEDO,EDESUR,S/D,NO,,geriatricovidaplena@hotmail.com,4922-3140 / 4922-3896
"POINT (-58.4196559112703 -34.6287311441573)",130.00000000000,COMUNA 05,CASTRO,RESIDENCIA GERIÁTRICA VIDA PLENA,ADOLFO OSCAR HEILBRON,CASTRO 1333,1333 CASTRO,"-58,4196559112703","-34,6287311441573",1333.00000000000,BOEDO,EDESUR,,,CAMBIO DE REPRESENTANTE TECNICO,lirondellegeri@hotmail.com,4932-7504
"POINT (-58.4419955158566 -34.6251246407854)",194.00000000000,COMUNA 06,VALLE 1020,RESIDENCIA PARA MAYORES VICTORIA,,VALLE 1020,1020 VALLE,"-58,4419955158566","-34,6251246407854",0.00000000000,,,,,,picasso.liliana.54@gmail.com,4431-3095 4431- 3779 / 1541748388
"POINT (-58.4820205987355 -34.5755220913892)",397.00000000000,COMUNA 12,PACHECO,OLIMPIA RESIDENCIA PARA MAYORES,,PACHECO 2124,2124 PACHECO,"-58,4820205987355","-34,5755220913892",2124.00000000000,VILLA URQUIZA,EDENOR,S/D,NO,,arias_loana@hotmail.com contacto@olimpiaresidencia.com.ar,4523-4212/ 4521-8072 / 1568702093
"POINT (-58.483384162668 -34.574154649112)",398.00000000000,COMUNA 12,PACHECO,DON EMILIO,,PACHECO 2271,2271 PACHECO,"-58,483384162668","-34,574154649112",2271.00000000000,VILLA URQUIZA,EDENOR,S/D,NO,,leandrobedoya@hotmail.com,4523-4296 / 4523-4371 / 1143262690
"POINT (-58.483744832139 -34.5737011308496)",399.00000000000,COMUNA 12,PACHECO,CARMIR,,PACHECO 2325,2325 PACHECO,"-58,483744832139","-34,5737011308496",2325.00000000000,VILLA URQUIZA,EDENOR,,,,geriatricocarmir@gmail.com,4521-6613 / 4522-0932 / 1560074409
"POINT (-58.4842815142915 -34.5432889217059)",401.00000000000,COMUNA 12,VEDIA 3250,GERIATRICO DEL SOL S.R.L.,,VEDIA 3250,3250 VEDIA,"-58,4842815142915","-34,5432889217059",0.00000000000,,,,,,geriatricodelsolar@gmail.com,4543-1887
"POINT (-58.4269132803407 -34.5933459768945)",437.00000000000,COMUNA 14,ARAOZ,ASOCIACION HELENICA DE SOCORROS MUTUOS SAN DEMETRIO,DRA. MARTA MARIA SZOKALO,ARAOZ 1328,1328 ARAOZ,"-58,4269132803407","-34,5933459768945",1328.00000000000,PALERMO,EDENOR,,,,sandemetrio68@yahoo.com.ar guillermocuenca@gmail.com,4831-1752
